 11
 1 83012
 3038 600 321
 742 2299 3239 29
 743 2295 3280 9
 744 2300 3324 13
 745 2299 3355 61
 746 2339 3260 50
 747 2327 3416 33
 748 2062 3604 3
 749 2106 3606 74
 750 2167 3618 54
 751 2106 3643 47
 752 2104 3684 20
 753 2105 3723 2
 754 2105 3764 37
 755 2103 3801 58
 756 2106 3841 87
 757 2106 3884 79
 758 2166 3850 27
 759 2096 71 81
 760 2097 227 93
 761 2058 86 82
 762 2061 131 93
 763 2060 170 14
 764 2058 209 1
 765 2058 248 3
 766 2057 285 94
 767 2058 328 33
 768 1991 187 2
 769 1979 325 84
 770 1937 53 11
 771 1942 90 42
 772 1944 130 95
 773 1943 167 17
 774 1942 209 68
 775 1941 246 69
 776 1941 285 37
 777 1939 325 34
 778 2037 410 63
 779 2010 488 81
 780 2062 538 11
 781 2060 574 31
 782 2059 615 86
 783 2059 651 86
 784 2060 691 45
 785 2059 732 96
 786 2059 772 89
 787 2050 812 100
 788 1989 733 7
 789 1990 576 69
 790 1941 536 39
 791 1942 572 68
 792 1944 614 88
 793 1943 654 48
 794 1943 693 72
 795 1943 729 33
 796 1941 771 90
 797 1951 896 45
 798 2058 981 59
 799 2070 1031 94
 800 2069 1069 28
 801 2067 1107 23
 802 2068 1142 48
 803 2068 1182 26
 804 2068 1223 82
 805 2068 1259 39
 806 2074 1299 99
 807 2107 1327 13
 808 2067 1365 33
 809 2028 1318 88
 810 2038 1281 11
 811 2021 1243 73
 812 2000 1205 90
 813 1951 1257 81
 814 1950 1223 33
 815 1951 1183 64
 816 1951 1146 23
 817 1950 1111 42
 818 1950 1068 38
 819 1954 1028 39
 820 1954 972 19
 821 1951 893 74
 822 1971 1087 67
 823 2009 1032 47
 824 1893 1348 63
 825 1912 1409 25
 826 1941 1427 67
 827 2009 1433 12
 828 2000 1387 13
 829 2028 1526 53
 830 2029 1561 54
 831 2029 1599 62
 832 2029 1638 12
 833 2029 1680 50
 834 2028 1719 99
 835 2029 1755 55
 836 2028 1795 78
 837 2028 1833 76
 838 2029 1872 42
 839 2076 1813 89
 840 2097 1853 92
 841 2048 1950 69
 842 2018 1930 47
 843 1971 1521 9
 844 1971 1560 63
 845 1971 1600 64
 846 1970 1643 71
 847 1969 1677 56
 848 1971 1717 79
 849 1970 1754 12
 850 1969 1795 16
 851 1967 1351 84
 852 1969 1871 28
 853 2065 2026 66
 854 2107 2095 92
 855 2085 2141 6
 856 2095 2229 13
 857 2112 2317 84
 858 2009 2024 97
 859 2030 2084 70
 860 2029 2123 67
 861 2029 2162 5
 862 2028 2202 99
 863 2028 2239 9
 864 2029 2275 62
 865 2027 2317 17
 866 2027 2354 46
 867 2027 2393 74
 868 2028 2433 78
 869 1971 2082 89
 870 1970 2120 38
 871 1970 2161 90
 872 1972 2201 12
 873 1970 2239 80
 874 1969 2278 26
 875 1971 2317 59
 876 1970 2355 32
 877 1970 2392 96
 878 1969 2433 66
 879 1970 2469 27
 880 1949 2553 37
 881 2009 2576 2
 882 2009 2622 96
 883 2029 2665 75
 884 1982 2663 86
 885 1986 2707 56
 886 1988 2743 12
 887 1988 2777 18
 888 1989 2818 63
 889 1988 2857 24
 890 1988 2893 23
 891 1988 2934 95
 892 1912 2664 60
 893 1912 2703 86
 894 1911 2738 6
 895 1911 2779 22
 896 1913 2817 46
 897 1911 2858 99
 898 1912 2895 15
 899 1910 2932 86
 900 2026 2992 23
 901 1929 3049 12
 902 1990 3088 46
 903 1990 3125 31
 904 1989 3165 46
 905 1988 3203 80
 906 1990 3244 44
 907 1986 3280 61
 908 1989 3317 10
 909 1989 3357 100
 910 1989 3419 75
 911 2036 3318 88
 912 2045 3389 12
 913 1911 3416 68
 914 1909 3357 84
 915 1911 3318 18
 916 1911 3278 88
 917 1911 3240 70
 918 1911 3201 53
 919 1910 3165 35
 920 1912 3124 1
 921 1912 3086 39
 922 1930 3049 39
 923 2028 2992 40
 924 1988 3606 47
 925 1988 3646 97
 926 1989 3685 8
 927 1986 3724 37
 928 1986 3766 31
 929 1987 3803 66
 930 1986 3841 65
 931 1984 3880 3
 932 2015 3802 1
 933 2036 3841 90
 934 2015 3881 86
 935 1949 3605 41
 936 1949 3647 49
 937 1949 3811 95
 938 1949 3888 1
 939 1890 3540 19
 940 1911 3570 28
 941 1911 3608 14
 942 1910 3649 7
 943 1910 3686 3
 944 1911 3726 22
 945 1911 3760 26
 946 1911 3802 62
 947 1911 3841 92
 948 1911 3880 15
 949 1893 3820 7
 950 1870 3782 58
 951 1884 90 31
 952 1886 245 78
 953 1896 365 79
 954 1846 91 19
 955 1848 132 61
 956 1846 168 97
 957 1848 211 72
 958 1848 249 60
 959 1848 286 15
 960 1850 327 82
 961 1789 73 49
 962 1781 128 64
 963 1809 182 66
 964 1819 214 47
 965 1770 360 43
 966 1761 449 62
 967 1808 453 3
 968 1837 438 3
 969 1903 516 35
 970 1857 540 69
 971 1855 576 40
 972 1855 615 28
 973 1854 652 13
 974 1886 697 61
 975 1859 694 57
 976 1856 734 76
 977 1825 731 51
 978 1856 770 49
 979 1913 770 38
 980 1894 829 91
 981 1845 826 7
 982 1847 904 27
 983 1863 981 65
 984 1866 1020 11
 985 1866 1055 22
 986 1866 1099 34
 987 1865 1137 48
 988 1868 1174 26
 989 1866 1215 96
 990 1866 1251 2
 991 1866 1292 27
 992 1863 1329 23
 993 1864 1369 100
 994 1862 1402 85
 995 1836 1214 23
 996 1749 979 42
 997 1749 1018 67
 998 1750 1059 70
 999 1749 1098 17
 1000 1749 1138 89
 1001 1748 1175 46
 1002 1748 1213 25
 1003 1750 1250 97
 1004 1749 1293 67
 1005 1717 1291 48
 1006 1749 1330 57
 1007 1750 1371 50
 1008 1751 1409 17
 1009 1697 1389 13
 1010 1920 1563 69
 1011 1933 1642 70
 1012 1892 1636 87
 1013 1913 1787 89
 1014 1854 1523 17
 1015 1856 1562 10
 1016 1855 1600 44
 1017 1853 1641 38
 1018 1855 1678 32
 1019 1855 1717 24
 1020 1856 1756 97
 1021 1855 1794 93
 1022 1852 1834 2
 1023 1853 1952 65
 1024 1930 2024 81
 1025 1929 2236 34
 1026 1942 2277 35
 1027 1921 2314 80
 1028 1923 2382 18
 1029 1932 2430 70
 1030 1884 2451 58
 1031 1853 2023 32
 1032 1855 2083 18
 1033 1856 2123 22
 1034 1854 2160 51
 1035 1854 2201 97
 1036 1855 2236 13
 1037 1853 2277 53
 1038 1856 2317 39
 1039 1855 2356 28
 1040 1855 2394 19
 1041 1852 2431 2
 1042 1911 2528 18
 1043 1871 2526 32
 1044 1854 2645 57
 1045 1851 2990 15
 1046 1832 3298 70
 1047 1832 3339 61
 1048 1692 32 20
 1049 1732 91 88
 1050 1733 127 65
 1051 1710 233 82
 1052 1735 170 87
 1053 1731 209 95
 1054 1731 251 80
 1055 1731 288 42
 1056 1731 325 41
 1057 1681 213 25
 1058 1682 249 65
 1059 1645 91 56
 1060 1645 129 46
 1061 1643 167 100
 1062 1642 208 67
 1063 1643 249 83
 1064 1643 285 32
 1065 1641 322 60
 1066 1732 449 69
 1067 1652 450 84
 1068 1736 537 49
 1069 1741 575 62
 1070 1741 614 4
 1071 1741 658 98
 1072 1710 655 15
 1073 1740 692 8
 1074 1741 730 32
 1075 1742 766 39
 1076 1651 534 98
 1077 1652 575 87
 1078 1652 614 20
 1079 1651 653 59
 1080 1653 692 44
 1081 1654 730 65
 1082 1651 770 90
 1083 1650 856 48
 1084 1785 2005 84
 1085 1788 2045 14
 1086 1787 2085 77
 1087 1788 2120 82
 1088 1788 2160 55
 1089 1786 2200 71
 1090 1786 2238 97
 1091 1787 2274 60
 1092 1787 2316 52
 1093 1758 2317 49
 1094 1788 2355 20
 1095 1757 2374 59
 1096 1789 2368 100
 1097 1785 2431 76
 1098 1777 2471 6
 1099 1727 1947 67
 1100 1730 1986 40
 1101 1706 2082 60
 1102 1709 2429 71
 1103 1668 2003 77
 1104 1668 2044 73
 1105 1668 2083 9
 1106 1669 2121 52
 1107 1669 2161 3
 1108 1670 2200 57
 1109 1670 2237 50
 1110 1669 2274 54
 1111 1669 2317 34
 1112 1669 2356 20
 1113 1669 2391 15
 1114 1666 2430 69
 1115 1797 2529 50
 1116 1745 2568 27
 1117 1680 2515 2
 1118 1630 2530 56
 1119 1796 2665 32
 1120 1795 2703 71
 1121 1798 2742 33
 1122 1797 2778 55
 1123 1796 2816 78
 1124 1797 2857 69
 1125 1795 2892 49
 1126 1797 2934 1
 1127 1736 2719 27
 1128 1739 2779 57
 1129 1728 2859 51
 1130 1729 2913 26
 1131 1736 2963 25
 1132 1697 2664 62
 1133 1699 2702 36
 1134 1701 2742 83
 1135 1699 2778 3
 1136 1699 2816 56
 1137 1699 2856 11
 1138 1698 2894 21
 1139 1695 2937 41
 1140 1795 3088 60
 1141 1795 3129 97
 1142 1797 3163 48
 1143 1797 3203 66
 1144 1796 3243 47
 1145 1795 3277 11
 1146 1795 3320 36
 1147 1796 3358 15
 1148 1717 3020 65
 1149 1739 3184 54
 1150 1696 3041 5
 1151 1699 3069 88
 1152 1700 3109 100
 1153 1700 3143 96
 1154 1699 3183 37
 1155 1701 3223 90
 1156 1699 3260 16
 1157 1678 3280 12
 1158 1700 3302 46
 1159 1701 3339 44
 1160 1698 3379 1
 1161 1697 3418 19
 1162 1794 3571 98
 1163 1795 3609 3
 1164 1796 3647 39
 1165 1795 3686 88
 1166 1795 3726 2
 1167 1795 3764 64
 1168 1794 3802 89
 1169 1795 3840 44
 1170 1796 3881 23
 1171 1697 3568 4
 1172 1698 3605 48
 1173 1698 3649 54
 1174 1698 3685 66
 1175 1699 3723 50
 1176 1696 3765 22
 1177 1699 3798 57
 1178 1697 3847 98
 1179 1695 3877 39
 1180 1705 3918 62
 1181 1443 88 8
 1182 1442 127 64
 1183 1440 167 63
 1184 1441 204 82
 1185 1442 242 70
 1186 1442 282 81
 1187 1440 321 47
 1188 1482 302 87
 1189 1480 262 90
 1190 1481 223 16
 1191 1477 68 13
 1192 1529 86 61
 1193 1528 126 45
 1194 1531 167 33
 1195 1526 204 80
 1196 1530 245 74
 1197 1528 283 61
 1198 1530 323 48
 1199 1548 366 67
 1200 1564 331 63
 1201 1415 458 33
 1202 1402 574 82
 1203 1412 610 41
 1204 1453 455 4
 1205 1452 492 66
 1206 1452 534 97
 1207 1453 572 2
 1208 1451 612 5
 1209 1451 652 9
 1210 1454 687 32
 1211 1453 731 87
 1212 1451 765 29
 1213 1452 805 79
 1214 1452 844 29
 1215 1452 880 88
 1216 1542 891 59
 1217 1537 809 60
 1218 1540 767 93
 1219 1542 727 1
 1220 1615 765 27
 1221 1576 708 78
 1222 1539 689 89
 1223 1533 647 95
 1224 1540 610 29
 1225 1539 573 85
 1226 1538 534 42
 1227 1518 455 36
 1228 1412 1054 52
 1229 1432 1073 75
 1230 1452 1056 59
 1231 1449 1093 100
 1232 1450 1132 32
 1233 1449 1172 94
 1234 1454 1210 58
 1235 1452 1252 39
 1236 1452 1289 98
 1237 1451 1324 81
 1238 1450 1366 80
 1239 1452 1406 87
 1240 1509 1206 52
 1241 1529 1291 55
 1242 1570 1055 20
 1243 1570 1092 22
 1244 1567 1131 23
 1245 1567 1171 22
 1246 1566 1209 84
 1247 1567 1251 48
 1248 1566 1290 97
 1249 1567 1322 94
 1250 1565 1370 55
 1251 1567 1405 37
 1252 1586 1232 60
 1253 1605 1190 50
 1254 1663 1171 71
 1255 1660 1089 61
 1256 1663 1056 92
 1257 1598 1995 86
 1258 1490 2080 79
 1259 1490 2121 56
 1260 1487 2157 36
 1261 1487 2198 22
 1262 1489 2235 33
 1263 1487 2274 8
 1264 1489 2314 46
 1265 1487 2351 71
 1266 1492 2393 84
 1267 1488 2429 51
 1268 1517 2196 76
 1269 1557 2215 59
 1270 1556 2078 78
 1271 1602 2079 88
 1272 1604 2118 18
 1273 1604 2074 39
 1274 1605 2199 52
 1275 1601 2237 45
 1276 1604 2272 16
 1277 1603 2316 39
 1278 1604 2355 70
 1279 1604 2391 42
 1280 1603 2427 97
 1281 1477 2491 97
 1282 1458 2546 18
 1283 1468 2613 11
 1284 1494 2552 53
 1285 1548 2553 84
 1286 1594 2544 17
 1287 1605 2494 3
 1288 1488 2659 71
 1289 1486 2703 94
 1290 1488 2735 68
 1291 1488 2776 56
 1292 1457 2775 7
 1293 1489 2813 74
 1294 1488 2855 20
 1295 1457 2890 83
 1296 1488 2893 86
 1297 1487 2932 33
 1298 1544 2775 98
 1299 1547 2699 96
 1300 1535 2668 30
 1301 1583 2660 4
 1302 1585 2701 14
 1303 1585 2738 74
 1304 1584 2777 20
 1305 1586 2815 100
 1306 1581 2852 86
 1307 1586 2894 23
 1308 1583 2933 60
 1309 1485 3010 36
 1310 1439 3046 50
 1311 1448 3124 86
 1312 1488 3085 19
 1313 1493 3124 15
 1314 1489 3162 75
 1315 1485 3201 73
 1316 1492 3244 27
 1317 1487 3279 74
 1318 1490 3316 7
 1319 1488 3357 34
 1320 1583 3065 14
 1321 1624 3107 40
 1322 1588 3102 39
 1323 1585 3146 19
 1324 1583 3182 53
 1325 1601 3205 11
 1326 1584 3223 26
 1327 1584 3258 31
 1328 1584 3300 95
 1329 1586 3341 74
 1330 1582 3373 42
 1331 1584 3417 98
 1332 1613 3420 69
 1333 1632 3435 60
 1334 1640 3473 25
 1335 1671 3463 96
 1336 1499 3493 37
 1337 1487 3528 68
 1338 1488 3570 56
 1339 1486 3596 89
 1340 1487 3643 50
 1341 1487 3685 67
 1342 1487 3722 72
 1343 1488 3763 53
 1344 1487 3800 90
 1345 1488 3841 57
 1346 1488 3878 52
 1347 1547 3703 18
 1348 1543 3742 77
 1349 1582 3572 82
 1350 1583 3604 78
 1351 1584 3648 13
 1352 1584 3686 1
 1353 1580 3722 84
 1354 1584 3764 57
 1355 1583 3801 61
 1356 1584 3842 82
 1357 1586 3878 57
 1358 1624 3861 46
 1359 1633 3901 18
 1360 1661 3889 14
 1361 1622 3648 82
 1362 1631 3607 67
 1363 1651 3568 78
 1364 1187 114 81
 1365 1225 83 47
 1366 1253 91 76
 1367 1283 86 58
 1368 1251 128 51
 1369 1249 163 34
 1370 1252 206 65
 1371 1230 225 46
 1372 1250 245 35
 1373 1287 243 58
 1374 1254 283 76
 1375 1254 324 94
 1376 1292 324 99
 1377 1319 48 22
 1378 1329 83 51
 1379 1327 126 31
 1380 1329 166 49
 1381 1329 204 53
 1382 1330 244 52
 1383 1329 284 53
 1384 1329 321 7
 1385 1396 68 81
 1386 1417 128 99
 1387 1415 167 39
 1388 1405 211 9
 1389 1366 265 76
 1390 1376 333 65
 1391 1415 327 88
 1392 1260 533 83
 1393 1260 571 3
 1394 1258 610 58
 1395 1259 648 96
 1396 1257 689 66
 1397 1259 727 97
 1398 1259 765 16
 1399 1258 804 81
 1400 1258 864 100
 1401 1297 611 45
 1402 1298 574 58
 1403 1298 531 30
 1404 1339 453 71
 1405 1337 493 46
 1406 1334 533 23
 1407 1335 573 82
 1408 1336 612 33
 1409 1336 650 8
 1410 1336 689 47
 1411 1337 733 38
 1412 1336 768 33
 1413 1335 803 40
 1414 1335 844 75
 1415 1333 885 17
 1416 1384 806 4
 1417 1279 990 41
 1418 1279 1062 8
 1419 1236 1135 72
 1420 1239 1174 3
 1421 1238 1210 44
 1422 1239 1250 17
 1423 1239 1288 4
 1424 1239 1329 1
 1425 1238 1364 80
 1426 1238 1408 73
 1427 1208 1406 6
 1428 1238 1444 39
 1429 1277 1193 49
 1430 1315 1152 20
 1431 1296 1319 37
 1432 1357 1068 56
 1433 1356 1130 79
 1434 1356 1172 45
 1435 1401 976 14
 1436 1395 1192 97
 1437 1359 1214 79
 1438 1375 1231 95
 1439 1357 1251 36
 1440 1354 1288 10
 1441 1353 1326 30
 1442 1357 1368 48
 1443 1356 1406 99
 1444 1051 88 33
 1445 1047 125 69
 1446 1049 170 14
 1447 1044 206 18
 1448 1046 246 34
 1449 1048 280 38
 1450 1046 322 68
 1451 1099 334 80
 1452 1106 127 7
 1453 1096 95 44
 1454 1136 86 100
 1455 1134 128 15
 1456 1132 162 69
 1457 1134 204 9
 1458 1135 247 46
 1459 1135 280 71
 1460 1136 322 29
 1461 1153 387 53
 1462 1182 339 48
 1463 1232 395 80
 1464 1036 456 20
 1465 1090 425 70
 1466 1162 465 48
 1467 1233 507 1
 1468 1047 534 34
 1469 1049 572 46
 1470 1045 608 30
 1471 1046 650 33
 1472 1046 689 40
 1473 1046 730 36
 1474 1044 763 38
 1475 1048 805 73
 1476 1047 847 3
 1477 1047 887 77
 1478 1105 805 25
 1479 1092 764 55
 1480 1074 727 91
 1481 1087 613 2
 1482 1086 533 68
 1483 1128 633 20
 1484 1142 529 15
 1485 1144 573 6
 1486 1142 610 93
 1487 1143 650 83
 1488 1146 690 47
 1489 1142 729 82
 1490 1141 768 76
 1491 1142 804 16
 1492 1185 592 44
 1493 1221 648 68
 1494 1218 861 84
 1495 1183 863 89
 1496 1094 900 60
 1497 1085 928 44
 1498 1029 942 90
 1499 1027 998 32
 1500 1144 1009 13
 1501 1174 996 77
 1502 1202 1000 55
 1503 1174 942 28
 1504 998 1066 35
 1505 998 1104 29
 1506 995 1145 42
 1507 999 1181 20
 1508 997 1222 41
 1509 996 1261 12
 1510 997 1298 52
 1511 998 1339 12
 1512 996 1393 76
 1513 1055 1431 23
 1514 1093 1452 2
 1515 1095 1424 84
 1516 1055 1400 33
 1517 1054 1363 65
 1518 1083 1384 68
 1519 1094 1355 63
 1520 1053 1325 27
 1521 1053 1284 50
 1522 1056 1249 7
 1523 1058 1210 71
 1524 1057 1172 72
 1525 1058 1136 93
 1526 1059 1092 100
 1527 1048 1056 17
 1528 1078 1154 36
 1529 1102 1171 23
 1530 1171 1055 71
 1531 1173 1093 82
 1532 1172 1135 80
 1533 1137 1134 13
 1534 1174 1179 18
 1535 1172 1212 30
 1536 1170 1251 37
 1537 1152 1270 75
 1538 1172 1292 50
 1539 1172 1330 69
 1540 1171 1368 24
 1541 1170 1408 62
 1542 784 30 96
 1543 806 107 54
 1544 842 85 48
 1545 844 130 86
 1546 843 166 68
 1547 844 206 95
 1548 843 245 13
 1549 845 282 32
 1550 843 322 17
 1551 843 361 85
 1552 882 166 32
 1553 884 88 59
 1554 930 85 83
 1555 933 127 96
 1556 932 163 48
 1557 931 205 74
 1558 931 246 57
 1559 904 264 42
 1560 929 286 76
 1561 933 321 52
 1562 930 370 55
 1563 991 165 92
 1564 826 440 29
 1565 965 459 6
 1566 581 79 56
 1567 642 90 34
 1568 642 128 16
 1569 637 164 28
 1570 642 208 64
 1571 641 248 51
 1572 641 285 11
 1573 642 323 59
 1574 640 361 75
 1575 671 360 69
 1576 681 164 65
 1577 680 84 32
 1578 710 437 5
 1579 730 359 45
 1580 732 321 89
 1581 767 323 97
 1582 726 287 89
 1583 727 244 69
 1584 726 117 15
 1585 729 166 11
 1586 729 130 56
 1587 728 86 90
 1588 805 594 21
 1589 782 653 97
 1590 842 631 70
 1591 855 706 60
 1592 872 799 99
 1593 845 826 72
 1594 843 864 87
 1595 890 848 37
 1596 889 883 33
 1597 950 919 16
 1598 932 883 27
 1599 929 846 80
 1600 930 804 4
 1601 925 765 42
 1602 933 726 19
 1603 928 689 63
 1604 958 690 75
 1605 932 651 47
 1606 929 612 3
 1607 931 570 24
 1608 929 535 81
 1609 1001 514 63
 1610 573 325 89
 1611 611 474 95
 1612 610 503 7
 1613 601 575 58
 1614 654 571 86
 1615 640 648 51
 1616 642 688 23
 1617 638 728 68
 1618 640 766 51
 1619 641 805 49
 1620 640 842 54
 1621 641 883 91
 1622 689 890 43
 1623 689 843 14
 1624 688 804 25
 1625 729 863 45
 1626 727 628 41
 1627 896 1027 30
 1628 881 971 11
 1629 823 961 10
 1630 746 958 45
 1631 602 953 1
 1632 599 1009 35
 1633 828 1065 55
 1634 803 1085 91
 1635 824 1104 68
 1636 825 1144 4
 1637 823 1181 74
 1638 823 1222 11
 1639 825 1261 7
 1640 821 1298 12
 1641 822 1356 8
 1642 843 1399 68
 1643 882 1336 72
 1644 881 1296 60
 1645 882 1263 88
 1646 880 1215 66
 1647 880 1178 21
 1648 882 1143 6
 1649 882 1102 20
 1650 879 1065 63
 1651 750 1088 74
 1652 753 1216 24
 1653 754 1258 97
 1654 773 1307 4
 1655 747 1358 1
 1656 710 1301 40
 1657 709 1261 64
 1658 707 1223 71
 1659 706 1181 14
 1660 707 1146 64
 1661 704 1102 70
 1662 708 1067 81
 1663 638 1105 9
 1664 639 1145 35
 1665 641 1179 5
 1666 637 1222 97
 1667 638 1256 35
 1668 639 1298 61
 1669 640 1337 68
 1670 640 1375 51
 1671 641 1415 22
 1672 602 1394 43
 1673 638 1455 87
 1674 1796 1505 94
 1675 1756 1494 73
 1676 1717 1484 23
 1677 1679 1484 71
 1678 1631 1473 76
 1679 1533 1492 12
 1680 1051 1481 38
 1681 1002 1482 80
 1682 811 1481 24
 1683 1758 1524 96
 1684 1719 1525 87
 1685 1678 1524 61
 1686 1640 1525 65
 1687 1601 1522 31
 1688 1563 1524 22
 1689 1523 1524 13
 1690 1485 1521 100
 1691 1448 1524 69
 1692 1408 1523 40
 1693 1370 1524 15
 1694 1332 1523 23
 1695 1292 1524 98
 1696 1252 1523 65
 1697 1215 1523 18
 1698 1175 1522 87
 1699 1140 1523 95
 1700 1097 1524 28
 1701 1060 1522 96
 1702 1022 1522 100
 1703 982 1521 59
 1704 947 1522 18
 1705 905 1521 80
 1706 865 1522 96
 1707 829 1522 93
 1708 790 1523 49
 1709 752 1520 68
 1710 713 1520 52
 1711 675 1521 18
 1712 634 1522 59
 1713 597 1521 57
 1714 557 1521 74
 1715 1757 1647 52
 1716 1759 1687 79
 1717 1739 1773 40
 1718 1720 1598 98
 1719 1699 1744 7
 1720 1679 1696 80
 1721 1660 1559 100
 1722 1640 1658 21
 1723 1622 1820 76
 1724 1606 1548 66
 1725 1563 1551 77
 1726 1574 1596 19
 1727 1574 1763 18
 1728 1548 1832 76
 1729 1488 1562 15
 1730 1451 1561 23
 1731 1464 1610 84
 1732 1488 1715 63
 1733 1410 1627 8
 1734 1411 1693 20
 1735 1391 1776 91
 1736 1370 1594 77
 1737 1361 1626 27
 1738 1334 1754 1
 1739 1313 1783 96
 1740 1274 1560 74
 1741 1178 1813 45
 1742 1140 1814 51
 1743 1080 1693 10
 1744 1042 1706 7
 1745 1004 1636 17
 1746 927 1618 57
 1747 928 1667 41
 1748 869 1743 83
 1749 871 1842 70
 1750 830 1765 28
 1751 811 1642 75
 1752 782 1630 89
 1753 752 1611 29
 1754 713 1570 68
 1755 716 1842 50
 1756 676 1751 15
 1757 676 1821 95
 1758 628 1762 70
 1759 611 1716 37
 1760 634 1596 57
 1761 598 1607 8
 1762 560 1646 32
 1763 560 1685 39
 1764 521 1784 74
 1765 1756 1869 90
 1766 1717 1869 1
 1767 1680 1870 76
 1768 1642 1871 27
 1769 1602 1871 92
 1770 1564 1871 13
 1771 1526 1870 83
 1772 1487 1871 9
 1773 1448 1873 47
 1774 1409 1871 83
 1775 1369 1872 49
 1776 1333 1872 48
 1777 1294 1872 21
 1778 1253 1873 90
 1779 1218 1872 68
 1780 1176 1870 96
 1781 1139 1869 59
 1782 1100 1872 34
 1783 1061 1871 35
 1784 1024 1869 54
 1785 983 1871 28
 1786 945 1870 11
 1787 904 1870 72
 1788 869 1870 43
 1789 829 1870 19
 1790 789 1872 67
 1791 751 1867 70
 1792 713 1872 56
 1793 674 1868 73
 1794 637 1869 50
 1795 596 1871 95
 1796 557 1872 82
 1797 1642 1902 40
 1798 1563 1899 82
 1799 1456 1928 90
 1800 1256 1899 37
 1801 1234 1936 3
 1802 1144 1909 4
 1803 1102 1910 86
 1804 1060 1909 52
 1805 984 1898 30
 1806 948 1909 18
 1807 883 1927 75
 1808 848 1907 46
 1809 769 1906 85
 1810 716 1899 28
 1811 674 1908 36
 1812 599 1908 29
 1813 1475 1984 27
 1814 1428 2007 52
 1815 1429 2044 39
 1816 1430 2082 39
 1817 1430 2122 84
 1818 1429 2160 60
 1819 1429 2198 93
 1820 1430 2238 50
 1821 1429 2277 75
 1822 1428 2314 85
 1823 1432 2369 86
 1824 1428 2391 85
 1825 1429 2427 38
 1826 1425 2493 85
 1827 1380 2004 25
 1828 1410 2102 19
 1829 1380 2239 64
 1830 1409 2370 59
 1831 1352 2311 91
 1832 1351 2340 39
 1833 1351 2410 8
 1834 1313 2156 90
 1835 1270 2334 4
 1836 1274 2490 77
 1837 1379 2550 90
 1838 1343 2547 79
 1839 1362 2602 82
 1840 1291 2527 63
 1841 1265 2560 89
 1842 1286 2635 95
 1843 1363 2662 85
 1844 1369 2701 40
 1845 1394 2722 2
 1846 1371 2740 74
 1847 1370 2782 24
 1848 1370 2817 12
 1849 1369 2857 79
 1850 1409 2886 33
 1851 1369 2894 65
 1852 1369 2935 19
 1853 1273 2933 97
 1854 1272 2893 62
 1855 1273 2852 36
 1856 1274 2814 19
 1857 1275 2780 31
 1858 1272 2737 50
 1859 1271 2701 100
 1860 1273 2664 69
 1861 1234 2963 80
 1862 1272 2961 85
 1863 1390 2982 94
 1864 1252 3025 29
 1865 1343 3049 18
 1866 1372 3087 20
 1867 1372 3128 73
 1868 1373 3166 36
 1869 1371 3201 67
 1870 1372 3240 42
 1871 1369 3287 49
 1872 1369 3317 89
 1873 1374 3358 5
 1874 1328 3417 59
 1875 1294 3421 20
 1876 1271 3357 99
 1877 1276 3318 88
 1878 1274 3278 45
 1879 1233 3280 74
 1880 1273 3239 32
 1881 1275 3199 20
 1882 1273 3164 49
 1883 1276 3126 5
 1884 1275 3085 11
 1885 1224 3184 63
 1886 1194 3144 86
 1887 1320 3201 24
 1888 1322 3260 99
 1889 1392 3504 100
 1890 1423 3532 96
 1891 1399 3764 29
 1892 1408 3862 55
 1893 1439 3890 46
 1894 1370 3528 98
 1895 1370 3569 24
 1896 1368 3612 98
 1897 1369 3646 3
 1898 1371 3683 85
 1899 1370 3723 30
 1900 1370 3765 34
 1901 1367 3801 8
 1902 1368 3840 76
 1903 1367 3882 37
 1904 1331 3871 13
 1905 1332 3792 61
 1906 1312 3586 88
 1907 1274 3528 49
 1908 1272 3567 22
 1909 1272 3606 33
 1910 1272 3648 31
 1911 1273 3683 60
 1912 1272 3722 56
 1913 1273 3764 38
 1914 1274 3808 1
 1915 1274 3841 69
 1916 1274 3879 1
 1917 1234 2182 94
 1918 1248 2241 99
 1919 1226 2276 71
 1920 1195 2006 93
 1921 1198 2043 89
 1922 1199 2079 43
 1923 1197 2119 83
 1924 1199 2162 22
 1925 1196 2200 63
 1926 1198 2238 96
 1927 1195 2278 96
 1928 1197 2317 38
 1929 1198 2357 25
 1930 1196 2392 45
 1931 1197 2432 78
 1932 1206 2489 87
 1933 1157 2003 75
 1934 1157 2042 67
 1935 1158 2081 60
 1936 1158 2118 18
 1937 1159 2162 48
 1938 1156 2200 26
 1939 1156 2240 78
 1940 1156 2278 11
 1941 1159 2315 93
 1942 1157 2351 58
 1943 1160 2393 6
 1944 1159 2431 8
 1945 1155 2472 27
 1946 1161 2509 19
 1947 1119 2470 76
 1948 1191 2576 79
 1949 1119 2573 18
 1950 1194 2740 35
 1951 1155 2661 84
 1952 1159 2700 36
 1953 1159 2738 2
 1954 1160 2776 23
 1955 1161 2815 6
 1956 1159 2854 90
 1957 1157 2892 12
 1958 1163 2929 94
 1959 1108 2815 39
 1960 1108 2912 71
 1961 1082 2758 74
 1962 1062 2657 36
 1963 1063 2701 90
 1964 1064 2739 55
 1965 1062 2776 67
 1966 1063 2816 93
 1967 1061 2850 82
 1968 1060 2894 21
 1969 1059 2933 16
 1970 1176 3028 86
 1971 1158 3088 54
 1972 1160 3126 40
 1973 1155 3166 99
